Unnamed: 0,subject,neuroticism,extraversion,openness,agreeableness,conscientiousness
lata_neuroticism_high_log_l1.5_log_1.5,lata_neuroticism_high_log_l1.5_log_1.5,46,6,32,33,17
lata_neuroticism_high_thr_0p95_l0.5_thr_0p95_0.5,lata_neuroticism_high_thr_0p95_l0.5_thr_0p95_0.5,39,7,42,38,43
lata_neuroticism_high_thr_0p95_l1.0_thr_0p95_1.0,lata_neuroticism_high_thr_0p95_l1.0_thr_0p95_1.0,40,9,41,38,42
lata_neuroticism_high_thr_0p95_l1.5_thr_0p95_1.5,lata_neuroticism_high_thr_0p95_l1.5_thr_0p95_1.5,42,7,37,40,40
lata_neuroticism_low_linear_l0.5_linear_0.5,lata_neuroticism_low_linear_l0.5_linear_0.5,26,16,41,43,43
lata_neuroticism_low_linear_l1.0_linear_1.0,lata_neuroticism_low_linear_l1.0_linear_1.0,19,19,43,45,45
lata_neuroticism_low_linear_l1.5_linear_1.5,lata_neuroticism_low_linear_l1.5_linear_1.5,19,26,41,43,45
lata_neuroticism_low_log_l0.5_log_0.5,lata_neuroticism_low_log_l0.5_log_0.5,19,24,39,46,43
lata_neuroticism_low_log_l1.0_log_1.0,lata_neuroticism_low_log_l1.0_log_1.0,16,15,43,45,46
lata_neuroticism_low_log_l1.5_log_1.5,lata_neuroticism_low_log_l1.5_log_1.5,12,18,43,45,46
lata_neuroticism_low_thr_0p95_l0.5_thr_0p95_0.5,lata_neuroticism_low_thr_0p95_l0.5_thr_0p95_0.5,25,20,43,46,43
lata_neuroticism_low_thr_0p95_l1.0_thr_0p95_1.0,lata_neuroticism_low_thr_0p95_l1.0_thr_0p95_1.0,29,22,43,46,42
lata_neuroticism_low_thr_0p95_l1.5_thr_0p95_1.5,lata_neuroticism_low_thr_0p95_l1.5_thr_0p95_1.5,30,17,42,44,40
lata_openness_high_linear_l0.5_linear_0.5,lata_openness_high_linear_l0.5_linear_0.5,31,21,43,46,44
lata_openness_high_linear_l1.0_linear_1.0,lata_openness_high_linear_l1.0_linear_1.0,32,28,44,45,33
lata_openness_high_linear_l1.5_linear_1.5,lata_openness_high_linear_l1.5_linear_1.5,29,30,44,43,20
lata_openness_high_log_l0.5_log_0.5,lata_openness_high_log_l0.5_log_0.5,27,29,43,44,40
lata_openness_high_log_l1.0_log_1.0,lata_openness_high_log_l1.0_log_1.0,33,33,44,44,19
lata_openness_high_log_l1.5_log_1.5,lata_openness_high_log_l1.5_log_1.5,28,30,44,44,25
lata_openness_high_thr_0p95_l0.5_thr_0p95_0.5,lata_openness_high_thr_0p95_l0.5_thr_0p95_0.5,29,15,43,44,42
lata_openness_high_thr_0p95_l1.0_thr_0p95_1.0,lata_openness_high_thr_0p95_l1.0_thr_0p95_1.0,31,15,44,44,44
lata_openness_high_thr_0p95_l1.5_thr_0p95_1.5,lata_openness_high_thr_0p95_l1.5_thr_0p95_1.5,33,11,43,40,38
lata_openness_low_linear_l0.5_linear_0.5,lata_openness_low_linear_l0.5_linear_0.5,36,7,38,45,43
lata_openness_low_linear_l1.0_linear_1.0,lata_openness_low_linear_l1.0_linear_1.0,36,6,32,41,41
lata_openness_low_linear_l1.5_linear_1.5,lata_openness_low_linear_l1.5_linear_1.5,40,8,28,40,32
lata_openness_low_log_l0.5_log_0.5,lata_openness_low_log_l0.5_log_0.5,34,9,37,41,43
lata_openness_low_log_l1.0_log_1.0,lata_openness_low_log_l1.0_log_1.0,37,7,31,44,34
lata_openness_low_log_l1.5_log_1.5,lata_openness_low_log_l1.5_log_1.5,38,4,22,40,38
lata_openness_low_thr_0p95_l0.5_thr_0p95_0.5,lata_openness_low_thr_0p95_l0.5_thr_0p95_0.5,29,13,38,43,45
lata_openness_low_thr_0p95_l1.0_thr_0p95_1.0,lata_openness_low_thr_0p95_l1.0_thr_0p95_1.0,28,15,40,41,33
lata_openness_low_thr_0p95_l1.5_thr_0p95_1.5,lata_openness_low_thr_0p95_l1.5_thr_0p95_1.5,37,8,37,42,44
